সমাগত পৌৰসভাৰ নিৰ্বাচনঃ মৰিয়নিত সমুখসমৰত দুই প্ৰাক্তন পৌৰপতি	Municipal elections round the corner: Two ex-municipal chiefs at loggerheads in Mariani
তেনে স্থলত এতিয়া প্ৰদান কৰা প্ৰতিশ্ৰুতিও যে পূৰণ নহয়, সেয়া নিশ্চিত।	In such a situation, it is certain that the promise made now will also not be fulfilled.
নগাওঁ আৰু হোজাই জিলাত ফ্লৰাইডে ভয়াবহ ৰূপ লোৱাৰ সময়তে নগাওঁ জিলাৰ কঠিয়াতলীৰ জনস্বাস্ব্য কাৰিকৰী বিভাগৰ পৰীক্ষাগাৰটোৰ দুৰৱস্থা চাওক।	At a time when fluoride has taken a terrible form in Nagaon and Hojai districts, look at the plight of the laboratory of the Public Health Technical Department at Kathiatali in Nagaon district.
কিয়নো বয়স বাঢ়ি গ’লে দেহ-মন পৰি আহে।	Because body-mind comes on increasing age.
পিতৃ-মাতৃৰ পৰিচৰ্যাৰ বাবে ৭ দিনৰ বিশেষ ছুটীৰ আহ্বান মুখ্যমন্ত্ৰীৰ৷	The Chief Minister has called for a special leave of 7 days for the maintenance of the parents.
সামৰণী অনুষ্ঠানত অংশগ্ৰহণ কৰি তিতাবৰ জিলা ক্ৰীড়া সন্থাৰ সম্পাদক তথা বিশিষ্ট ক্ৰীড়া সংগঠক তৰুণ দত্ত, বাঁহনী চাহ বাগিচাৰ অন্যতম স্বত্বাধিকাৰ তথা বাঁহনী টি কোম্পানী প্ৰাইভেট লিমিটেডৰ অন্যতম সঞ্চালক সমীৰেন্দ্ৰ নাথ ফুকন, জংঘলব্লক হাইস্কুলৰ প্ৰধান শিক্ষক- ক্ৰীড়া সংগঠক ধৰ্মেশ্বৰ বৰুৱা, কুশল কোঁ‌ৱৰ গাঁও পঞ্চায়তৰ সভানেত্ৰী নিতুমণি ফুকন আদিয়ে প্ৰশিক্ষাৰ্থীসকলক উদ্দেশ্যি বক্তব্য প্ৰদান কৰে ।	Attending the closing ceremony, Tarun Dutta, secretary of Titabor District Sports Association and noted sports organizer, Samirendra Nath Phukan, one of the proprietors of Bamboo Tea Estate and one of the directors of Bamboo Tea Company Private Limited, Dharmeswar Baruah, headmaster-sports organizer of Jangalblok High School, Nitumoni Phukan, president of Kushal Konwar Gaon Panchayat addressed the trainees.
মুখ্যমন্ত্রী ৰূপে ড০ হিমন্ত বিশ্ব শর্মাই দায়িত্ব লোৱাৰ পাছত আৰু ভৱেশ কলিতাই ৰাজ্যিক বিজেপিৰ সভাপতিৰ দায়িত্ব লোৱাৰ পাছতে অনুষ্ঠিত প্রথমখন কার্যনির্বাহক বৈঠকত দলৰ সাংগঠনিক দিশৰ ওপৰত বিশেষ আলোচনা হোৱাই নহয়, বিৰোধীৰ দখলত থকা সমষ্টিত শাসকীয় দলটোৱে কিদৰে প্রভাৱ বিস্তাৰ কৰিব পাৰে, সেই বিষয়বোৰক লৈও আজিৰ কার্যনির্বাহকত হয় আলোচনা৷	The first executive meeting held after Dr. Himanta Biswa Sarma took over as the Chief Minister and Bhabesh Kalita took over as the State BJP President not only discussed the organisational aspects of the party but also discussed how the ruling party can make an impact in the opposition-held constituencies.
বিজেপিৰ প্ৰাৰ্থীৰ মনোনয়ন দাখিলৰ সময়ত উপস্থিত থাকে ৰাজ‍্যিক সভাপতি ভৱেশ কলিতা, সাংসদ দিলীপ শইকীয়া, সাংসদ ভুৱনেশ্বৰ কলিতা, কমলপুৰৰ বিধায়ক দিগন্ত কলিতা প্ৰমুখ্যে শীৰ্ষ নেতাসকল।	State president Bhabesh Kalita, MP Dilip Saikia, MP Bhubaneswar Kalita, Kamalpur MLA Diganta Kalita, among others, were present during the filing of nominations.
উল্লেখ্য যে ১৯৫৩ চনত বাৰ্মা শাসন মিছনৰ জৰিয়তে ভগৱান বুদ্ধৰ বাণী প্ৰচাৰ আৰু প্ৰসাৰৰ বাবে অসমলৈ অহা ধৰ্মগুৰুগৰাকীয়ে প্ৰথমে মাৰ্ঘেৰিটাৰ ইনথেম আৰু পৰৱৰ্তী সময়ত ১৭শ শতিকাতে লিডুত স্থাপিত এটি সৰু বৌদ্ধ বিহাৰত থাকিবলৈ লয়।	It may be mentioned that the spiritual master, who came to Assam in 1953 to preach and spread the message of Lord Buddha through the Burma Sasan Mission, stayed first at Inthem in Margherita and later at a small Buddhist monastery established in the 17th century at Lidu.
অবিভক্ত বৰপেটা জিলাৰ পৱিত্র ভূমি দেৱদামোদৰ দেৱৰ সৃষ্টিভূমি হোৱাৰ লগতে মহাপুৰুষ ভট্টদেৱ আছিল বজালীৰ সন্তান।	The holy land of undivided Barpeta district was the land of Devadamodara Deva's creation and Mahapurusha Bhattadeva was the son of Vajali.
শুৱালকুছিত নিশা অঘটনদুৰ্বৃত্তৰ ছুৰিকাঘাতত গুৰুতৰভাৱে আহত দুই যুৱক১২জনীয়া দুৰ্বৃত্তৰ দলে আক্রমণ কৰে মানস শৰ্মাসহ দুই যুৱককশুৱালকুছি আদাবৈ অঞ্চলত সংঘটিত এই ঘটনাআহত মানস শৰ্মা, ধীৰেণ ঠাকুৰীয়াক চিকিৎসালয়ত ভৰ্তিঘটনা সন্দৰ্ভত শুৱালকুছি আৰক্ষী থানাত এজাহাৰ দাখিল	On the night of Shualkuchi, two youths who were seriously injured in the stabbing of the couple were attacked by a group of 12 youths, including Manas Sharma, who was admitted to the hospital in the Adabai area of Shualkuchi, Dhiren Thakuria filed a complaint at the Shualkuchi police station about the incident.
মহানগৰ আৰক্ষীয়ে সুন্দৰপুৰৰ পৰা আটক কৰে চিন্ময় লস্কৰ নামৰ এজন লোকক।	The Mahanagar police arrested one Chinmoy Laskar from Sunderpur.
সেই হিচাপত সমষ্টিটোত অন্তৰ্গত বিধানসভা সমষ্টিৰ বিচাৰেৰে চালে কেৱল দক্ষিণ অভয়াপুৰী সমষ্টিটোহে এ আই ইউ ডি এফৰ দখলত আছে।	Accordingly, only the South Abhayapuri constituency is held by the AIUDF as compared to the Assembly constituency under the constituency.
বৃহস্পতিবাৰে বিয়লি নলবাৰী জিলা প্ৰেছ ক্লাবত অনুষ্ঠিত এখন সংবাদমেলত দলৰ সংযোজক নিৰ্মল ৰাজবংশীয়ে কয় যে, সত্ৰনগৰী মাজুলীৰ সাতামপুৰুষীয়া ধৰ্মীয় ঐতিহ্য, পৰম্পৰা, সমন্বয় আৰু একতাৰ বান্ধোন চিঙি ধৰ্মীয় উত্তেজনা সৃষ্টিৰ লগতে বিশ্ব ঐতিহ্যক্ষেত্ৰৰ পৰিবেশ বিনষ্ট কৰাৰ বাবে গভীৰ ষড়যন্ত্ৰ চলিছে।	In a meeting held at Nalbari District Press Club on Thursday, Nirmal Rajbongshi, convener of the team, said that there is a deep-rooted conspiracy to create religious tension and destroy the environment of the World Heritage Site by breaking the bonds of Satrampurushiya religious heritage, tradition, harmony and unity of Satarnagari Majuli.
ধাৰাবাহিকভাৱে অসম বিৰোধী মন্তব্যৰ কৰা জনৈক গৰ্গ চেটাৰ্জী নামৰ লোকজনৰ বিৰুদ্ধে আৰক্ষীৰ গোচৰ ৰুজু।	A police case has been filed against Garg Chatterjee, a man who made a series of anti-Assamese comments.
আন্তঃৰাষ্ট্ৰীয় আৰু আন্তৰ্জাতিকভাৱেও ইতিমধ্যে এই আন্দোলনৰ প্ৰভাৱ পৰা পৰিলক্ষিত হৈছে।	The impact of the movement is already being felt internationally and internationally as well.
ৰাজ্যখনত ৮৫০০ৰো অধিক লোক কোভিড-১৯ত আক্ৰান্ত হোৱাৰ লগতে মৃত্যু হৈছে ৩৭০জন লোকৰ।	More than 8,500 people have been infected with COVID-19 in the state, with 370 deaths.
কেন্দ্ৰ চৰকাৰৰ এক সূত্ৰ অনুসৰি, এই কেইগৰাকী বিদেশী নাগৰিকক পূৰ্বতেই ব্লেকলিষ্ট কৰা হৈছে।	According to a central government source, some of these foreign nationals have already been blacklisted.
সংবাদমাধ্যম যোগে আছুৰ সাধাৰণ সম্পাদক লুৰিণজ্যোতি গগৈয়ে কেন্দ্ৰীয় গৃহ মন্ত্ৰীয়ে এই প্ৰতিবেদন কিয়  জমা নল’লে বুলি প্ৰশ্ন কৰি প্ৰতিবেদনত কি আছে সেই বিষয়ে কিছু ব্যাখ্যা আগবঢ়ালে।	AASU general secretary Lurinjyoti Gogoi asked why the Union Home Minister did not submit the report to the media and offered some explanation as to what the report contained.
দেশত পুনৰ আন এজন লোক আক্ৰান্ত কোৰোনাৰ নতুন ভেৰিয়েন্ট XEত...	The new variant of Corona XE, which has infected another person in the country, has...
যিফালেই চোৱা যায় সিফালেই মাথো পানী আৰু পানী।	Wherever you look, there is only water and water.
উল্লেখ্য যে, ইংলেণ্ডে ৮ আগষ্টত ভাৰতীয় পৰ্যটকসকলৰ বাবে কিছু পৰিমাণে ক’ভিড নিষেধাজ্ঞা শিথিল কৰিছে।	It is to be noted that England has eased Covid restrictions to some extent for Indian tourists on August 8.
গোলাঘাট পৌৰসভাৰ ১৩ টা ৱাৰ্ডত 3 টা অগপ ১০ টা বিজেপিৰ প্ৰাৰ্থীয়ে জয়লাভ কৰাৰ বিপৰীতে মুখ ঠেকেচা খালে কংগ্ৰেছে।	In the 13 wards of Golaghat Municipality, 3 AGP 10 BJP candidates won while Congress drew a blank.
বিশেষকৈ জিলাখনৰ পাঁচটা ৰাজহ চক্ৰ এলেকাত এই হাই এলাৰ্ট জাৰি কৰিছে৷	The high alert has been issued especially in the five revenue circle areas of the district.
হিচাপ কৰি দেখা গৈছে যে এজন ভাৰতীয়ই ২০১৫ চনত ১৩৪০ ঘনমিটাৰ আৰু ২০৫০ চনত১০৪০  ঘনমিটাৰ পানীহে পাব৷	It has been calculated that an Indian will receive only 1340 m3 of water in 2015 and 1040 m3 in 2050.
ভাৰততকোৰোনা ভাইৰাছত আক্ৰান্ত হোৱা লোকৰ সংখ্যাঃ ৰাজ্যজুৰিকোৰোনা ভাইৰাছত আক্ৰান্ত হোৱা লোকৰ সংখ্যা-কেৰালাতঃ ১৮২মহাৰাষ্ট্ৰঃ ১৮৭কৰ্ণাটকঃ ৭৬তেলেংগানাঃ ৬৭উত্তৰপ্ৰদেশঃ ৬১গুজৰাটঃ ৫৫ৰাজস্থানঃ ৫৪তামিলনাডুঃ ৪২দিল্লীঃ ৪৯পঞ্জাৱঃ ৩৮হাৰিয়ানাঃ ৩৪মধ্যপ্ৰদেশঃ ৩৪জম্মু-কাশ্মীৰঃ ৩৩পশ্চিমবংগঃ ১৭বিহাৰঃ ৯অন্ধ্ৰপ্ৰদেশঃ ১৯লাডাখঃ ১৩ছণ্ডীগড়ঃ ৮ছত্তীশগড়ঃ ৭উত্তৰাখণ্ডঃ ৬গোৱাঃ ৩হিমাচলপ্ৰদেশঃ ৩ওড়িশ্যাঃ ৩মণিপুৰঃ ১মিজোৰামঃ ১পুডুচেৰীঃ ১	Coronavirus cases in India: State-wise coronavirus cases: Kerala: 182 Maharashtra: 187 Karnataka: 76 Telangana: 67 Uttar Pradesh: 61 Gujarat: 55 Rajasthan: 54 Tamil Nadu: 42 Delhi: 49 Punjab: 38 Haryana: 34 Madhya Pradesh: 34 Jammu and Kashmir: 33 West Bengal: 17 Bihar: 9 Andhra Pradesh: 19 Ladakh: 13 Chandigarh: 8 Chhattisgarh: 7 Uttarakhand: 6 Goa: 3 Himachal Pradesh: 3 Odisha: 3 Manipur: 1 Mizoram: 1 Puducherry: 1
গোলাঘাট জিলা কংগ্ৰেছ কাৰ্যালয়ত সকলো ফালৰ পৰা অহা শান্তি সেনা সকল গোট খালেহি।	Peacekeepers from all sides gathered at the Golaghat district Congress office.
চুঙাজানত চুতীয়া জনগোষ্ঠীৰ দেওকুৱেৰ শলিতা লগোৱা কাৰ্যসূচী	Chutia tribe's Deokwere smelting programme in Sungajan, Bangladesh. 。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
চন্দ্রপুৰত নাহৰফুটুকীৰ মুক্ত বিচৰণত আতংক	Leopard's free run sparks panic in Chandrapur
দুপৰীয়া ১২ বজাত বানিজ্য মেলা উন্মোচন কৰে ৰহা মহাবিদ্যালয়ৰ অধ্যক্ষ ডঃ বেদ কুমাৰ চলিহাই ।	At 12 noon, the trade fair was inaugurated by Dr. Ved Kumar Chaliha, Principal, Raha College.
২৩ ছেপ্টেম্বৰ, ২০১৯ঃ মুখ্যমন্ত্ৰী সৰ্বানন্দ সোণোৱাল যাত্ৰী হৈছিল পৱনহংস হেলিকপ্টাৰৰ।	September 23, 2019: Chief Minister Sarbananda Sonowal became a passenger of the Pawan Hans helicopter.
’ইংলেণ্ড ক্ৰিকেট দলৰ উইকেট কীপাৰ বেটছমেন জছ বাটলাৰে ধোনীক মিষ্টাৰ কুল বুলি অভিহিত কৰে আৰু তেওঁক এজন শ্ৰেষ্ঠ উইকেট কীপাৰ আখ্যা দিয়ে।	"England cricket team wicketkeeper-batsman Jos Buttler called Dhoni" "Mr Cool" "and called him one of the best wicketkeepers."
’উল্লেখ্য যে, ভূপাল সংসদীয় সমষ্টিৰ পৰা প্ৰথমবাৰলৈ সাংসদ হিচাপে জয়লাভ কৰা প্ৰজ্ঞা সিং ঠাকুৰে বিগত কিছু মাহৰ ভিতৰতে কেইবাটাও বিতৰ্কৰ মাজত সোমাই পৰিছিল।	It is to be noted that Pragya Singh Thakur, who won as an MP for the first time from Bhopal parliamentary constituency, was embroiled in several controversies in the past few months.
কোনোৱে যদি তেওঁক স্বামীবৰণ কৰিব বিচাৰে, আন কোনোৱে আকৌ নিজ কন্যাৰ বাবে বিচাৰিছে ৰাঘৱ চড্ডাক।	If one wants to make him a husband, the other wants Raghav Chadha for his daughter again.
বিশিষ্ট কবি মহেশ বসুমতাৰিৰ বাসগৃহত গাওঁবাসীয়ে সম্পূৰ্ণ বাথৌ ধৰ্মীয় নীতি-নিয়মেৰে দলটোক আতিথ্য জনায়।	At the residence of noted poet Mahesh Basumatary, the villagers host the team with full Bathou religious rules and regulations.
দেওবাৰে মহাৰজত জয়ন্তীৰ সামৰণি অনুষ্ঠানৰ লাইখুঁটা স্থাপন কৰা হয়।	On Sunday, the concluding ceremony of Maharajat Jayanti was held.
উল্লেখ্য যে, তিন তালাক বিলক লৈ গঠিত হোৱা ৫ জনীয়া বিচাৰপীঠৰ ৩ গৰাকীয়ে বিপক্ষে আৰু দুগৰাকীয়ে সপক্ষে ৰায় প্ৰদান কৰিছিল।	It may be noted that the 5-judge bench comprising the triple talaq bill ruled 3 in favour and 2 against.
উল্লেখ্য যে আজি সন্ধিয়া পতাকা অৱতৰণৰে অশোকাষ্টমী মেলাৰ সামৰণি পৰে ৷	It may be noted that the Ashokashtami Mela concluded this evening with the unfurling of the flag.
সংগঠনটোৰ নলবাৰী নগৰ শাখাৰ সম্পাদক ধীৰাজ শৰ্মাৰ উপস্থিতিত অনুষ্ঠিত বৈঠকত বাণিজ্য মহাবিদ্যালয়ৰ ছাত্ৰ কৌশিক দত্তক সভাপতি, প্ৰজ্ঞা শৰ্মা, বিক্ৰম বৰ্মন আৰু কুলদ্বীপ ভাগৱতীক উপ সভাপতি, অজিত বেজবৰুৱাৰক সম্পাদক হিচাপে লৈ এ বি ভি পিৰ নলবাৰী বাণিজ্য মহাবিদ্যালয়ৰ শাখা গঠন কৰা হয়।	In the meeting held in the presence of Dhiraj Sharma, the secretary of the Nalbari city unit of the organization, the Nalbari Commerce College unit of ABVP was formed with Kaushik Dutta, a student of the commerce college, as the president, Pragya Sharma, Vikram Burman and Kuldeep Bhagwati as the vice-presidents, Ajit Bezbaruah as the secretary.
অনুভূত জোকাৰণি, ৰিখটাৰ স্কেলত প্ৰাবল্য	Perceived shaking, magnitude on the Richter scale
কঠুৰা জিলা হাস্পতালত চিকিৎসাধীন হৈ আছিল বৃদ্ধাগৰাকী।	The elderly woman was undergoing treatment at the Kathura district hospital.
এটা বালিচৰৰ পৰা বিশ্বমুখী যাত্ৰা কৰা এইগৰাকী অসম সন্তানক লৈ গৌৰৱবোধ কৰে প্ৰতিজন অসমীয়া তথা ভাৰতীয়ই।	Every Assamese as well as Indian is proud of this Assamese child who has made a journey towards the world from a pillow.
অৱশ্যে বন বিভাগে কোনো লোকক আটক কৰিবলৈ সক্ষম হোৱা নাই।	However, the forest department has not been able to arrest anyone.
এই অনুষ্ঠানত উপস্থিত আছিল বিত্তমন্ত্ৰী হিমন্ত বিশ্ব শৰ্মা।	Finance Minister Himanta Biswa Sarma was present on the occasion.
ভাৰত চৰকাৰে ইতিমধ্যে কোৰোনাক অধীসূচিত দুৰ্যোগ হিচাপেও ঘোষণা কৰিছে।	The Government of India has already declared Corona as a notified disaster.
ঘৰত কোনো নথকাৰ সুযোগ লৈ চোৰৰ লুট।	Thieves rob taking advantage of the fact that there is no one in the house.
সোমবাৰৰ পৰা সন্ধানহীন হৈ থকা এই দুই ভাৰতীয় দূতাবাসৰ কৰ্মচাৰী পাক কৰ্তৃপক্ষৰ মতে আৰক্ষীৰ জিম্মাত আছে।	The two Indian embassy staffers, who have been missing since Monday, are in police custody, according to Pakistani authorities.
২ চিকিৎসকৰ চিকিৎসা সন্ত্ৰাসতেই মৃত্যু হৈছিল ড° অনামিকা ৰায়ৰ!	Dr. Anamika Ray died in the terror of 2 doctors!
একেদৰে তৃতীয় তথা অন্তিমখন টি–২০ত তেওঁ ১৬টা বলত ২৫ ৰান সংগ্রহ কৰিছিল৷	Similarly, in the third and final T20I, he scored 25 runs off 16 balls.
স্থানীয় নিপেন সিংহ নামৰ এজন হেণ্ডিমেনৰ মিজোৰামৰ জেলত মৃত্যুৰ প্ৰতিবাদত ধলাইত ৰাষ্ট্ৰীয় পথ অৱৰোধ কৰি মৃতদেহ চমজি নোলোৱাৰ বাবে প্ৰতিবাদ কৰিছিল স্থানীয় লোকে ৷	Locals blocked the national highway in Dhalai to protest the death of a local handyman, Nipen Singha, in a Mizoram jail.
তেওঁ ভাৰতীয় ক্ৰিকেটৰ বাবে তেওঁ যি কৰিছে আৰু তেওঁ যি ধৰণৰ ব্যক্তি তাৰ প্ৰতি সন্মান জনাই মই এই সিদ্ধান্ত লম।	I take this decision out of respect for what he has done for Indian cricket and the kind of person he is.
শেষ মুহূৰ্তত বিজেপিয়ে মন্ত্ৰী পল্লৱ লোচন দাসক দিলে তেজপুৰ সমষ্টিৰ পৰা প্ৰাৰ্থিত্ব।	At the last moment, the BJP fielded minister Pallab Lochan Das from the Tezpur seat.
উল্লেখ্য যে চন্দ্ৰা সিঙে এখন স্বাস্থ্য মেলাৰ বেনাৰ প’ষ্টাৰৰ নামত ২০ হাজাৰ টকাকৈ কাটি ৰাখে বুলি অভিযোগ উঠিছে ।	It is to be noted that Chandra Singh allegedly kept Rs 20,000 in the name of a banner poster of a health fair.
সাংবাদিকে জনোৱা অনুসৰি গৌৰীপুৰ উপ-সংমণ্ডলৰ বিষয়া-কৰ্মচাৰীসকলৰ লগত মত-বিনিময় কৰাৰ উদ্দেশ্যে আহি উপস্থিত হয় মন্ত্ৰীজন।	According to the press, the minister arrived to interact with the officers and employees of Gauripur subdivision.
যেনে- ফৰিং ছিটিকা, ফৰিং তালি, ফৰিং ফুটা, ফৰিঙা আদি।	For example - frying pan, frying pan, frying pan, frying pan, etc.
উদ্ধাৰ হোৱা মৃতদেহটো বৰ্তমানলৈকে চিনাক্ত হোৱা নাই ৷	The body of the deceased has not been identified yet.
খনি(মাইনছ)ৰ ক্ষেত্ৰত আৰ্ণেষ্ট মানি ডিপোজিট হ্ৰাস কৰাৰ সিদ্ধান্ত লোৱা হয়।	In the case of mines (minus), it is decided to reduce the Earnest Money Deposit.
প্ৰতি দেওবাৰে পুৱা ৯.৩০ বজাত সম্প্ৰচাৰ হোৱা ৰামায়ণ আছিল প্ৰতিজন লোকৰ প্ৰিয় ধাৰাবাহিক।	Ramayan, which aired every Sunday at 9: 30 am, was everyone's favourite serial.
যোৱা দুদিন ধৰি নেৰানেপেৰা বৰষুণৰ ফলত কৃত্ৰিম বানপানীয়ে বুৰাই পেলাইছে সমগ্ৰ নলবাৰী চহৰ।	The entire town of Nalbari has been inundated by artificial floods due to incessant rains for the last two days.
বোকাজানত বিদ্যুৎ বিভাগৰ এন্ধাৰ অধ্যায়।	Andhar Chapter of Electricity Department at Bokajan.
নৰ্থ ইষ্ট কেন্সাৰ হস্পিতালত ফ্ল চাইটমেট্ৰি বিষয়ক কৰ্মশালাৰ সফল সমাপ্তি	Successful completion of Flow Cytometry workshop at North East Cancer Hospital
কোৰোনা ভাইৰাছঃ বিশ্বত ৪৬,০২,৯০০লৈ বৃদ্ধি আক্ৰান্তৰ সংখ্যা, পঢ়ক সবিশেষ তথ্য	Coronavirus: Number of cases in the world rises to 46,02,900, read details
নগা বিদ্ৰোহী সংগঠন এন এছ চি এন মুইভা গোটত পুনৰ ৩০০ যুৱকৰ যোগদান	300 more youths join Naga insurgent group NSCN Muivah
মানুহক আক্ৰমণ কৰিব পৰানানাবিধ কোৰোনা ভাইৰাছ হ’ল HCoev-229E, Hcov-OC43, SARS-CoV, MERS-CoV আৰু বৰ্তমান চীনৰ Wuhan চহৰত ৰোগ সৃষ্টিকৰা Novel coronavirus (2019-nCoV). ১৯৬০ চনত দুজন পানীলগা ব্যক্তিৰ শেঙুনত পোৱাকোৰোনা ভাইৰাছ দুবিধ হ’ল HCov-229E আৰু HCov-OC43. ২০০২চনত SARS-CoV-এ দক্ষিণ চীনৰ গুৱাডাং প্ৰদেশত মহামাৰী কৰি২০০৩চনলৈ বিশ্বৰ ৩৭খন দেশলৈ Severe Acute Respiratory Syndrome (SARS) বিয়পাই সমগ্ৰবিশ্বতে প্ৰায় ৮০৮৯জন ব্যক্তিক আক্ৰান্ত কৰি ৭৭৪জন ব্যক্তিৰ প্ৰাণহানি কৰিছিল।	The coronaviruses known to infect humans are HCoev-229E, Hcov-OC43, SARS-CoV, MERS-CoV and the novel coronavirus (2019-nCoV) currently causing disease in the city of Wuhan, China. In 1960, two cold-caused cases of coronavirus were reported in Shenzhen, China: HCov-229E and HCov-OC43. In 2002, SARS-CoV caused an epidemic in southern China's Guangdong Province and spread to 37 countries worldwide by 2003, infecting about 8089 people and killing 774.
কামৰূপ মহানগৰ জিলাৰ অতিৰিক্ত উপায়ুক্ত পলাশ প্ৰতীম বৰাৰ অকাল মৃত্যু।	Palash Pratim Bora, Additional Deputy Commissioner of Kamrup Metropolitan district, has passed away.
